USER-ID,REVIEW-TITLE,REVIEW-COMMENTS,RATINGS,PAGE-NO
Natcat87,Too heavy handed,*No Review added by viewer*,6,4
LoveofLegacy,"Beautiful film, but so preachy","Margot does the best with what she's given, but this film was very disappointing to me. It was marketed as a fun, quirky satire with homages to other movies. It started that way, but ended with over-dramatized speeches and an ending that clearly tried to make the audience feel something, but left everyone just feeling confused. And before you say I'm a crotchety old man, I'm a woman in my 20s, so I'm pretty sure I'm this movie's target audience. The saddest part is there were parents with their kids in the theater that were victims of the poor marketing, because this is not a kid's movie. Overall, the humor was fun on occasion and the film is beautiful to look at, but the whole concept falls apart in the second half of the film and becomes a pity party for the ""strong"" woman.",6,4
fscsgxp,"Amazing Cast & Set, but the political message was too strong",*No Review added by viewer*,6,4
aherdofbeautifulwildponies,A Hot Pink Mess,*No Review added by viewer*,6,4
L3MM3,People are missing the point,"Seeing a lot of reviews saying that this movie is preachy, the men are portrayed as idiots, etc. It's a SATIRE. It is meant to be over the top. And yes, it has a lot to say. But the fact that some people in the audience (and I'd wager some of the negative reviews are from people who didn't bother to watch the movie) don't want to hear it, doesn't make it any less valid.In Barbieland, Ken is just an accessory to Barbie and is portrayed as nothing more than an object - something women in the real world deal with all the time. The fact that so many men are reacting so negatively to this movie tells me they don't like being treated the way that women are treated every day. And that is the point of the movie - yet it has much more to say than that. Ultimately, the message in Barbie isn't that ""women rule and men drool"" - it's that patriarchy ultimately harms both men and women. And that's true. So people who say this movie is anti-men are missing the entire point. Patriarchy may give men privilege but it ultimately hurts them, too - pressuring them to conform to a rigid idea of manhood and silencing their self-expression.I am living for the fact that this movie is unapologetic about showing the absurdity of it all. I would have given it a 10 if it weren't for the cringe worthy Ken dance number. It was the only weak part of the movie. But otherwise, Bravo!",9,4
surfacing7,It was depressing,*No Review added by viewer*,8,4
coxaneesa,Could Have Been Great. 2nd Half Brings It Down.,"The quality, the humor, and the writing of the movie is fun for a while. It's quirky and it's unique. When they get into the weeds and try to explore deeper themes, the movie is a miss. The middle expositional phase of the movie, I must say, is a bore.The movie was so close to being great, but it was incapable of delivering a message without having a character literally give a speech worth of dialogue.What could have been a great satire and what began as a cleverly funny movie turned into a preachy and moralizing movie in the end. But I guess the charm of the first half of the movie made up for the shortcomings.",6,4
Revuer223,The marketing was more entertaining than the actual movie,*No Review added by viewer*,4,4
MissSimonetta,Somewhat of a Jumbled Mess,*No Review added by viewer*,5,4
herrcarter-92161,Strong Start... and That's It,"I walked out of the theatre thinking, ""Yeah, I had a good time in that movie"". But as the day went on I kind had that ""Ok, that kebab probably wasn't a good idea.""The film is stunning in its production design and creativity, and Margot Robbie is perfectly cast as the Stereotypical Barbie. For the most part, the songs are catchy and performances are solid for the type of characters being portraying.When we strip away the outside world and all the messaging, Barbie and Ken have a few poignant moments - Barbie realising she's not as perfect as she's been made to believe, or when Ken receives his first modicum of acknowledgement of being a sentient being he's ever had in his life. They also share a couple learning and growth moments which I thought would pay off at the end of the film.I don't know why, but I was hoping for something that would actually enlighten its audience, to acknowledge that things are a mess and make intentional and meaningful steps to get us closer to understanding and equality. The Barbie brand, history, controversies are so engrained in our culture that this movie had a potential to change our perspective of the world, and what the future could be. That's a lot of pressure for one film, I know.However... this film is absolutely not immune to the not-so-subtle messaging that has permeated all forms of media and entertainment recently. In fact, it embraces is. So much so that you have a scene where a man walks up behind Barbie and slaps her on the backside, in broad daylight, in a crowded space, in front of her boyfriend.... And this kind of portrayal of men in 2023 appears to be how the film views the world.Maybe it was this kind of overt comical depiction of men and the world generally that allowed me to get through the movie and kind of enjoy it, but upon reflection, I realise now it's just kind of... yuck.Barbie had the rare opportunity to be a film experience that not only highlighted issues in the real world, but offer and foster some ideas for change. Instead, we receive divisive and mean-spirited attack on half the human population as well as anyone who thinking having a family is an acceptable path in life. And also flat feet and cellulite.If you kind of switch off your brain for an hour and a bit, and don't take this film too seriously, then maybe you'll have a lasting positive memory after seeing this movie.But if you need to do that to enjoy something, then you need to ask yourself: why?",6,4
